   7.000000   7.000000   7.000000   0.993037
   8.000000   7.000000   7.000000   0.993037
   9.000000   7.000000   7.000000   0.993037
  10.000000   7.000000   7.000000   0.993037
   1.000000   8.000000   7.000000   0.998524
   2.000000   8.000000   7.000000   0.998524
   3.000000   8.000000   7.000000   0.998524
   4.000000   8.000000   7.000000   0.998524
   5.000000   8.000000   7.000000   0.998524
   6.000000   8.000000   7.000000   0.998524
   7.000000   8.000000   7.000000   0.998524
   8.000000   8.000000   7.000000   0.998524
   9.000000   8.000000   7.000000   0.998524
  10.000000   8.000000   7.000000   0.998524
   1.000000   9.000000   7.000000   0.999739
   2.000000   9.000000   7.000000   0.999739
   3.000000   9.000000   7.000000   0.999739
   4.000000   9.000000   7.000000   0.999739
   5.000000   9.000000   7.000000   0.999739
   6.000000   9.000000   7.000000   0.999739
   7.000000   9.000000   7.000000   0.999739
   8.000000   9.000000   7.000000   0.999739
   9.000000   9.000000   7.000000   0.999739
  10.000000   9.000000   7.000000   0.999739
   1.000000  10.000000   7.000000   0.999958
   2.000000  10.000000   7.000000   0.999958
   3.000000  10.000000   7.000000   0.999958
   4.000000  10.000000   7.000000   0.999958
   5.000000  10.000000   7.000000   0.999958
   6.000000  10.000000   7.000000   0.999958
   7.000000  10.000000   7.000000   0.999958
   8.000000  10.000000   7.000000   0.999958
   9.000000  10.000000   7.000000   0.999958
  10.000000  10.000000   7.000000   0.999958
   1.000000   1.000000   8.000000   0.999909
   2.000000   1.000000   8.000000   0.999909
   3.000000   1.000000   8.000000   0.999909
   4.000000   1.000000   8.000000   0.999909
   5.000000   1.000000   8.000000   0.999909
   6.000000   1.000000   8.000000   0.999909
   7.000000   1.000000   8.000000   0.999909
   8.000000   1.000000   8.000000   0.999909
   9.000000   1.000000   8.000000   0.999909
  10.000000   1.000000   8.000000   0.999909
   1.000000   2.000000   8.000000   0.999587
   2.000000   2.000000   8.000000   0.999587
   3.000000   2.000000   8.000000   0.999587
   4.000000   2.000000   8.000000   0.999587
   5.000000   2.000000   8.000000   0.999587
   6.000000   2.000000   8.000000   0.999587
   7.000000   2.000000   8.000000   0.999587
   8.000000   2.000000   8.000000   0.999587
   9.000000   2.000000   8.000000   0.999587
  10.000000   2.000000   8.000000   0.999587
   1.000000   3.000000   8.000000   0.998524
   2.000000   3.000000   8.000000   0.998524
   3.000000   3.000000   8.000000   0.998524
   4.000000   3.000000   8.000000   0.998524
   5.000000   3.000000   8.000000   0.998524
   6.000000   3.000000   8.000000   0.998524
   7.000000   3.000000   8.000000   0.998524
   8.000000   3.000000   8.000000   0.998524
   9.000000   3.000000   8.000000   0.998524
  10.000000   3.000000   8.000000   0.998524
   1.000000   4.000000   8.000000   0.996423
   2.000000   4.000000   8.000000   0.996423
   3.000000   4.000000   8.000000   0.996423
   4.000000   4.000000   8.000000   0.996423
   5.000000   4.000000   8.000000   0.996423
   6.000000   4.000000   8.000000   0.996423
   7.000000   4.000000   8.000000   0.996423
   8.000000   4.000000   8.000000   0.996423
   9.000000   4.000000   8.000000   0.996423
  10.000000   4.000000   8.000000   0.996423
   1.000000   5.000000   8.000000   0.995055
   2.000000   5.000000   8.000000   0.995055
   3.000000   5.000000   8.000000   0.995055
   4.000000   5.000000   8.000000   0.995055
   5.000000   5.000000   8.000000   0.995055
   6.000000   5.000000   8.000000   0.995055
   7.000000   5.000000   8.000000   0.995055
   8.000000   5.000000   8.000000   0.995055
   9.000000   5.000000   8.000000   0.995055
  10.000000   5.000000   8.000000   0.995055
   1.000000   6.000000   8.000000   0.996423
   2.000000   6.000000   8.000000   0.996423
   3.000000   6.000000   8.000000   0.996423
   4.000000   6.000000   8.000000   0.996423
   5.000000   6.000000   8.000000   0.996423
   6.000000   6.000000   8.000000   0.996423
   7.000000   6.000000   8.000000   0.996423
   8.000000   6.000000   8.000000   0.996423
   9.000000   6.000000   8.000000   0.996423
  10.000000   6.000000   8.000000   0.996423
   1.000000   7.000000   8.000000   0.998524
   2.000000   7.000000   8.000000   0.998524
   3.000000   7.000000   8.000000   0.998524
   4.000000   7.000000   8.000000   0.998524
   5.000000   7.000000   8.000000   0.998524
   6.000000   7.000000   8.000000   0.998524
   7.000000   7.000000   8.000000   0.998524
   8.000000   7.000000   8.000000   0.998524
   9.000000   7.000000   8.000000   0.998524
  10.000000   7.000000   8.000000   0.998524
   1.000000   8.000000   8.000000   0.999587
   2.000000   8.000000   8.000000   0.999587
   3.000000   8.000000   8.000000   0.999587
   4.000000   8.000000   8.000000   0.999587
   5.000000   8.000000   8.000000   0.999587
   6.000000   8.000000   8.000000   0.999587
   7.000000   8.000000   8.000000   0.999587
   8.000000   8.000000   8.000000   0.999587
   9.000000   8.000000   8.000000   0.999587
  10.000000   8.000000   8.000000   0.999587
   1.000000   9.000000   8.000000   0.999909
   2.000000   9.000000   8.000000   0.999909
   3.000000   9.000000   8.000000   0.999909
   4.000000   9.000000   8.000000   0.999909
   5.000000   9.000000   8.000000   0.999909
   6.000000   9.000000   8.000000   0.999909
   7.000000   9.000000   8.000000   0.999909
   8.000000   9.000000   8.000000   0.999909
   9.000000   9.000000   8.000000   0.999909
  10.000000   9.000000   8.000000   0.999909
   1.000000  10.000000   8.000000   0.999983
   2.000000  10.000000   8.000000   0.999983
   3.000000  10.000000   8.000000   0.999983
   4.000000  10.000000   8.000000   0.999983
   5.000000  10.000000   8.000000   0.999983
   6.000000  10.000000   8.000000   0.999983
   7.000000  10.000000   8.000000   0.999983
   8.000000  10.000000   8.000000   0.999983
   9.000000  10.000000   8.000000   0.999983
  10.000000  10.000000   8.000000   0.999983
   1.000000   1.000000   9.000000   0.999976
   2.000000   1.000000   9.000000   0.999976
   3.000000   1.000000   9.000000   0.999976
   4.000000   1.000000   9.000000   0.999976
   5.000000   1.000000   9.000000   0.999976
   6.000000   1.000000   9.000000   0.999976
   7.000000   1.000000   9.000000   0.999976
   8.000000   1.000000   9.000000   0.999976
   9.000000   1.000000   9.000000   0.999976
  10.000000   1.000000   9.000000   0.999976
   1.000000   2.000000   9.000000   0.999909
   2.000000   2.000000   9.000000   0.999909
   3.000000   2.000000   9.000000   0.999909
   4.000000   2.000000   9.000000   0.999909
   5.000000   2.000000   9.000000   0.999909
   6.000000   2.000000   9.000000   0.999909
   7.000000   2.000000   9.000000   0.999909
   8.000000   2.000000   9.000000   0.999909
   9.000000   2.000000   9.000000   0.999909
  10.000000   2.000000   9.000000   0.999909
   1.000000   3.000000   9.000000   0.999739
   2.000000   3.000000   9.000000   0.999739
   3.000000   3.000000   9.000000   0.999739
   4.000000   3.000000   9.000000   0.999739
   5.000000   3.000000   9.000000   0.999739
   6.000000   3.000000   9.000000   0.999739
   7.000000   3.000000   9.000000   0.999739
   8.000000   3.000000   9.000000   0.999739
   9.000000   3.000000   9.000000   0.999739
  10.000000   3.000000   9.000000   0.999739
   1.000000   4.000000   9.000000   0.999476
   2.000000   4.000000   9.000000   0.999476
   3.000000   4.000000   9.000000   0.999476
   4.000000   4.000000   9.000000   0.999476
   5.000000   4.000000   9.000000   0.999476
   6.000000   4.000000   9.000000   0.999476
   7.000000   4.000000   9.000000   0.999476
   8.000000   4.000000   9.000000   0.999476
   9.000000   4.000000   9.000000   0.999476
  10.000000   4.000000   9.000000   0.999476
   1.000000   5.000000   9.000000   0.999329
   2.000000   5.000000   9.000000   0.999329
   3.000000   5.000000   9.000000   0.999329
   4.000000   5.000000   9.000000   0.999329
   5.000000   5.000000   9.000000   0.999329
   6.000000   5.000000   9.000000   0.999329
   7.000000   5.000000   9.000000   0.999329
   8.000000   5.000000   9.000000   0.999329
   9.000000   5.000000   9.000000   0.999329
  10.000000   5.000000   9.000000   0.999329
   1.000000   6.000000   9.000000   0.999476
   2.000000   6.000000   9.000000   0.999476
   3.000000   6.000000   9.000000   0.999476
   4.000000   6.000000   9.000000   0.999476
   5.000000   6.000000   9.000000   0.999476
   6.000000   6.000000   9.000000   0.999476
   7.000000   6.000000   9.000000   0.999476
   8.000000   6.000000   9.000000   0.999476
   9.000000   6.000000   9.000000   0.999476
  10.000000   6.000000   9.000000   0.999476
   1.000000   7.000000   9.000000   0.999739
   2.000000   7.000000   9.000000   0.999739
   3.000000   7.000000   9.000000   0.999739
   4.000000   7.000000   9.000000   0.999739
   5.000000   7.000000   9.000000   0.999739
   6.000000   7.000000   9.000000   0.999739
   7.000000   7.000000   9.000000   0.999739
   8.000000   7.000000   9.000000   0.999739
   9.000000   7.000000   9.000000   0.999739
  10.000000   7.000000   9.000000   0.999739
   1.000000   8.000000   9.000000   0.999909
   2.000000   8.000000   9.000000   0.999909
   3.000000   8.000000   9.000000   0.999909
   4.000000   8.000000   9.000000   0.999909
   5.000000   8.000000   9.000000   0.999909
   6.000000   8.000000   9.000000   0.999909
   7.000000   8.000000   9.000000   0.999909
   8.000000   8.000000   9.000000   0.999909
   9.000000   8.000000   9.000000   0.999909
  10.000000   8.000000   9.000000   0.999909
   1.000000   9.000000   9.000000   0.999976
   2.000000   9.000000   9.000000   0.999976
   3.000000   9.000000   9.000000   0.999976
   4.000000   9.000000   9.000000   0.999976
   5.000000   9.000000   9.000000   0.999976
   6.000000   9.000000   9.000000   0.999976
   7.000000   9.000000   9.000000   0.999976
   8.000000   9.000000   9.000000   0.999976
   9.000000   9.000000   9.000000   0.999976
  10.000000   9.000000   9.000000   0.999976
   1.000000  10.000000   9.000000   0.999994
   2.000000  10.000000   9.000000   0.999994
   3.000000  10.000000   9.000000   0.999994
   4.000000  10.000000   9.000000   0.999994
   5.000000  10.000000   9.000000   0.999994
   6.000000  10.000000   9.000000   0.999994
   7.000000  10.000000   9.000000   0.999994
   8.000000  10.000000   9.000000   0.999994
   9.000000  10.000000   9.000000   0.999994
  10.000000  10.000000   9.000000   0.999994
   1.000000   1.000000  10.000000   0.999994
   2.000000   1.000000  10.000000   0.999994
   3.000000   1.000000  10.000000   0.999994
   4.000000   1.000000  10.000000   0.999994
   5.000000   1.000000  10.000000   0.999994
   6.000000   1.000000  10.000000   0.999994
   7.000000   1.000000  10.000000   0.999994
   8.000000   1.000000  10.000000   0.999994
   9.000000   1.000000  10.000000   0.999994
  10.000000   1.000000  10.000000   0.999994
   1.000000   2.000000  10.000000   0.999983
   2.000000   2.000000  10.000000   0.999983
   3.000000   2.000000  10.000000   0.999983
   4.000000   2.000000  10.000000   0.999983
   5.000000   2.000000  10.000000   0.999983
   6.000000   2.000000  10.000000   0.999983
   7.000000   2.000000  10.000000   0.999983
   8.000000   2.000000  10.000000   0.999983
   9.000000   2.000000  10.000000   0.999983
  10.000000   2.000000  10.000000   0.999983
   1.000000   3.000000  10.000000   0.999958
   2.000000   3.000000  10.000000   0.999958
   3.000000   3.000000  10.000000   0.999958
   4.000000   3.000000  10.000000   0.999958
   5.000000   3.000000  10.000000   0.999958
   6.000000   3.000000  10.000000   0.999958
   7.000000   3.000000  10.000000   0.999958
   8.000000   3.000000  10.000000   0.999958
   9.000000   3.000000  10.000000   0.999958
  10.000000   3.000000  10.000000   0.999958
   1.000000   4.000000  10.000000   0.999925
   2.000000   4.000000  10.000000   0.999925
   3.000000   4.000000  10.000000   0.999925
   4.000000   4.000000  10.000000   0.999925
   5.000000   4.000000  10.000000   0.999925
   6.000000   4.000000  10.000000   0.999925
   7.000000   4.000000  10.000000   0.999925
   8.000000   4.000000  10.000000   0.999925
   9.000000   4.000000  10.000000   0.999925
  10.000000   4.000000  10.000000   0.999925
   1.000000   5.000000  10.000000   0.999909
   2.000000   5.000000  10.000000   0.999909
   3.000000   5.000000  10.000000   0.999909
   4.000000   5.000000  10.000000   0.999909
   5.000000   5.000000  10.000000   0.999909
   6.000000   5.000000  10.000000   0.999909
   7.000000   5.000000  10.000000   0.999909
   8.000000   5.000000  10.000000   0.999909
   9.000000   5.000000  10.000000   0.999909
  10.000000   5.000000  10.000000   0.999909
   1.000000   6.000000  10.000000   0.999925
   2.000000   6.000000  10.000000   0.999925
   3.000000   6.000000  10.000000   0.999925
   4.000000   6.000000  10.000000   0.999925
   5.000000   6.000000  10.000000   0.999925
   6.000000   6.000000  10.000000   0.999925
   7.000000   6.000000  10.000000   0.999925
   8.000000   6.000000  10.000000   0.999925
   9.000000   6.000000  10.000000   0.999925
  10.000000   6.000000  10.000000   0.999925
   1.000000   7.000000  10.000000   0.999958
   2.000000   7.000000  10.000000   0.999958
   3.000000   7.000000  10.000000   0.999958
   4.000000   7.000000  10.000000   0.999958
   5.000000   7.000000  10.000000   0.999958
   6.000000   7.000000  10.000000   0.999958
   7.000000   7.000000  10.000000   0.999958
   8.000000   7.000000  10.000000   0.999958
   9.000000   7.000000  10.000000   0.999958
  10.000000   7.000000  10.000000   0.999958
   1.000000   8.000000  10.000000   0.999983
   2.000000   8.000000  10.000000   0.999983
   3.000000   8.000000  10.000000   0.999983
   4.000000   8.000000  10.000000   0.999983
   5.000000   8.000000  10.000000   0.999983
   6.000000   8.000000  10.000000   0.999983
   7.000000   8.000000  10.000000   0.999983
   8.000000   8.000000  10.000000   0.999983
   9.000000   8.000000  10.000000   0.999983
  10.000000   8.000000  10.000000   0.999983
   1.000000   9.000000  10.000000   0.999994
   2.000000   9.000000  10.000000   0.999994
   3.000000   9.000000  10.000000   0.999994
   4.000000   9.000000  10.000000   0.999994
   5.000000   9.000000  10.000000   0.999994
   6.000000   9.000000  10.000000   0.999994
   7.000000   9.000000  10.000000   0.999994
   8.000000   9.000000  10.000000   0.999994
   9.000000   9.000000  10.000000   0.999994
  10.000000   9.000000  10.000000   0.999994
   1.000000  10.000000  10.000000   0.999999
   2.000000  10.000000  10.000000   0.999999
   3.000000  10.000000  10.000000   0.999999
   4.000000  10.000000  10.000000   0.999999
   5.000000  10.000000  10.000000   0.999999
   6.000000  10.000000  10.000000   0.999999
   7.000000  10.000000  10.000000   0.999999
   8.000000  10.000000  10.000000   0.999999
   9.000000  10.000000  10.000000   0.999999
  10.000000  10.000000  10.000000   0.999999
